"","mclust cluster"
"1444",2
"1445",1
"1446",3
"1447",4
"1448",6
"1449",4
"1450",2
"1451",1
"1452",6
"1453",6
"1454",6
"1455",6
"1456",6
"1457",4
"1458",0
"1459",0
"1460",0
"1461",5
"1462",6
"1463",1
"1464",6
"1465",1
"1466",4
"1467",2
"1468",6
"1469",4
"1470",6
"1471",6
"1472",4
"1473",2
"1474",6
"1475",6
"1476",2
"1477",0
"1478",6
"1479",1
"1480",5
"1481",0
"1482",6
"1483",0
"1484",4
"1485",3
"1486",2
"1487",4
"1488",6
"1489",2
"1490",0
"1491",6
"1492",5
"1493",6
"1494",2
"1495",6
"1496",1
"1497",0
"1498",6
"1499",6
"1500",2
"1501",6
"1502",6
"1503",2
"1504",0
"1505",6
"1506",4
"1507",1
"1508",1
"1509",6
"1510",1
"1511",6
"1512",6
"1513",4
"1514",0
"1515",4
"1516",1
"1517",1
"1518",0
"1519",6
"1520",6
"1521",6
"1522",1
"1523",5
"1524",0
"1525",6
"1526",5
"1527",2
"1528",4
"1529",0
"1530",0
"1531",0
"1532",5
"1533",0
"1534",0
"1535",6
"1536",5
"1537",1
"1538",0
"1539",2
"1540",6
"1541",1
"1542",2
"1543",1
"1544",6
"1545",2
"1546",2
"1547",6
"1548",6
"1549",6
"1550",0
"1551",6
"1552",1
"1553",6
"1554",6
"1555",1
"1556",4
"1557",0
"1558",6
"1559",6
"1560",0
"1561",2
"1562",1
"1563",3
"1564",0
"1565",0
"1566",2
"1567",4
"1568",6
"1569",0
"1570",6
"1571",0
"1572",1
"1573",6
"1574",2
"1575",4
"1576",0
"1577",2
"1578",6
"1579",6
"1580",2
"1581",3
"1582",6
"1583",3
"1584",6
"1585",6
"1586",1
"1587",6
"1588",1
"1589",1
"1590",1
"1591",2
"1592",1
"1593",3
"1594",5
"1595",3
"1596",2
"1597",6
"1598",4
"1599",6
"1600",5
"1601",0
"1602",6
"1603",1
"1604",4
"1605",0
"1606",6
"1607",1
"1608",0
"1609",4
"1610",6
"1611",0
"1612",1
"1613",1
"1614",6
"1615",6
"1616",1
"1617",3
"1618",2
"1619",1
"1620",2
"1621",6
"1622",3
"1623",6
"1624",1
"1625",6
"1626",0
"1627",3
"1628",1
"1629",6
"1630",6
"1631",0
"1632",6
"1633",3
"1634",2
"1635",0
"1636",4
"1637",6
"1638",0
"1639",1
"1640",3
"1641",1
"1642",6
"1643",2
"1644",4
"1645",6
"1646",4
"1647",6
"1648",1
"1649",2
"1650",0
"1651",2
"1652",0
"1653",1
"1654",6
"1655",1
"1656",0
"1657",0
"1658",2
"1659",4
"1660",0
"1661",1
"1662",0
"1663",6
"1664",1
"1665",1
"1666",1
"1667",1
"1668",0
"1669",3
"1670",0
"1671",1
"1672",1
"1673",5
"1674",1
"1675",6
"1676",2
"1677",2
"1678",0
"1679",2
"1680",6
"1681",3
"1682",0
"1683",0
"1684",6
"1685",6
"1686",1
"1687",6
"1688",0
"1689",2
"1690",6
"1691",4
"1692",6
"1693",6
"1694",6
"1695",4
"1696",4
"1697",6
"1698",2
"1699",6
"1700",1
"1701",6
"1702",5
"1703",0
"1704",2
"1705",1
"1706",0
"1707",1
"1708",3
"1709",1
"1710",6
"1711",3
"1712",6
"1713",6
"1714",3
"1715",4
"1716",4
"1717",0
"1718",5
"1719",2
"1720",6
"1721",1
"1722",1
"1723",0
"1724",4
"1725",6
"1726",1
"1727",2
"1728",6
"1729",5
"1730",3
"1731",2
"1732",6
"1733",1
"1734",0
"1735",6
"1736",0
"1737",6
"1738",6
"1739",6
"1740",6
"1741",0
"1742",6
"1743",6
"1744",1
"1745",0
"1746",6
"1747",2
"1748",0
"1749",3
"1750",0
"1751",6
"1752",0
"1753",6
"1754",3
"1755",2
"1756",6
"1757",6
"1758",1
"1759",0
"1760",4
"1761",4
"1762",4
"1763",0
"1764",2
"1765",6
"1766",0
"1767",2
"1768",5
"1769",2
"1770",1
"1771",6
"1772",0
"1773",6
"1774",6
"1775",1
"1776",0
"1777",6
"1778",2
"1779",6
"1780",6
"1781",6
"1782",6
"1783",6
"1784",3
"1785",2
"1786",6
"1787",1
"1788",4
"1789",4
"1790",6
"1791",6
"1792",0
"1793",1
"1794",0
"1795",4
"1796",6
"1797",2
"1798",3
"1799",6
"1800",1
"1801",0
"1802",6
"1803",4
"1804",0
"1805",6
"1806",4
"1807",1
"1808",2
"1809",6
"1810",4
"1811",0
"1812",2
"1813",4
"1814",6
"1815",5
"1816",1
"1817",2
"1818",4
"1819",4
"1820",4
"1821",6
"1822",6
"1823",2
"1824",6
"1825",2
"1826",1
"1827",2
"1828",6
"1829",1
"1830",2
"1831",2
"1832",2
"1833",6
"1834",6
"1835",6
"1836",6
"1837",1
"1838",6
"1839",6
"1840",1
"1841",1
"1842",6
"1843",0
"1844",6
"1845",6
"1846",4
"1847",4
"1848",6
"1849",6
"1850",3
"1851",5
"1852",4
"1853",4
"1854",6
"1855",6
"1856",0
"1857",4
"1858",6
"1859",6
"1860",0
"1861",6
"1862",6
"1863",0
"1864",6
"1865",1
"1866",2
"1867",0
"1868",6
"1869",4
"1870",0
"1871",6
"1872",6
"1873",6
"1874",1
"1875",6
"1876",6
"1877",6
"1878",0
"1879",6
"1880",6
"1881",1
"1882",6
"1883",3
"1884",0
"1885",0
"1886",6
"1887",1
"1888",2
"1889",1
"1890",3
"1891",6
"1892",6
"1893",1
"1894",6
"1895",2
"1896",0
"1897",4
"1898",0
"1899",1
"1900",0
"1901",5
"1902",0
"1903",3
"1904",6
"1905",6
"1906",6
"1907",0
"1908",1
"1909",6
"1910",1
"1911",6
"1912",6
"1913",6
"1914",1
"1915",3
"1916",6
"1917",0
"1918",6
"1919",6
"1920",6
"1921",1
"1922",6
"1923",4
"1924",5
"1925",6
"1926",6
"1927",1
"1928",6
"1929",3
"1930",5
"1931",1
"1932",6
"1933",4
"1934",6
"1935",5
"1936",6
"1937",3
"1938",5
"1939",6
"1940",4
"1941",6
"1942",6
"1943",5
"1944",3
"1945",4
"1946",6
"1947",2
"1948",6
"1949",2
"1950",4
"1951",0
"1952",2
"1953",2
"1954",6
"1955",6
"1956",6
"1957",3
"1958",0
"1959",6
"1960",5
"1961",5
"1962",4
"1963",6
"1964",6
"1965",0
"1966",6
"1967",6
"1968",0
"1969",3
"1970",5
"1971",1
"1972",2
"1973",1
"1974",4
"1975",4
"1976",1
"1977",6
"1978",1
"1979",1
"1980",6
"1981",3
"1982",6
"1983",6
"1984",0
"1985",0
"1986",6
"1987",0
"1988",0
"1989",2
"1990",4
"1991",1
"1992",6
"1993",6
"1994",0
"1995",6
"1996",2
"1997",2
"1998",5
"1999",4
"2000",0
"2001",6
"2002",4
"2003",6
"2004",6
"2005",3
"2006",6
"2007",1
"2008",6
"2009",0
"2010",6
"2011",4
"2012",0
"2013",1
"2014",3
"2015",6
"2016",4
"2017",1
"2018",0
"2019",6
"2020",4
"2021",4
"2022",0
"2023",6
"2024",2
"2025",4
"2026",4
"2027",3
"2028",6
"2029",1
"2030",0
"2031",0
"2032",6
"2033",6
"2034",3
"2035",1
"2036",1
"2037",1
"2038",6
"2039",4
"2040",0
"2041",6
"2042",2
"2043",0
"2044",4
"2045",1
"2046",6
"2047",1
"2048",1
"2049",2
"2050",1
"2051",1
"2052",1
"2053",4
"2054",6
"2055",6
"2056",6
"2057",6
"2058",2
"2059",4
"2060",1
"2061",6
"2062",6
"2063",6
"2064",6
"2065",3
"2066",2
"2067",0
"2068",0
"2069",4
"2070",6
"2071",0
"2072",2
"2073",1
"2074",6
"2075",6
"2076",6
"2077",1
"2078",6
"2079",3
"2080",6
"2081",6
"2082",1
"2083",3
"2084",5
"2085",3
"2086",6
"2087",1
"2088",5
"2089",6
"2090",1
"2091",5
"2092",3
"2093",0
"2094",6
"2095",4
"2096",3
"2097",5
"2098",3
"2099",6
"2100",0
"2101",6
"2102",4
"2103",3
"2104",6
"2105",6
"2106",6
"2107",2
"2108",0
"2109",6
"2110",6
"2111",1
"2112",2
"2113",0
"2114",2
"2115",4
"2116",1
"2117",6
"2118",0
"2119",6
"2120",1
"2121",0
"2122",2
"2123",6
"2124",0
"2125",6
"2126",1
"2127",0
"2128",5
"2129",1
"2130",0
"2131",4
"2132",5
"2133",4
"2134",6
"2135",0
"2136",6
"2137",4
"2138",0
"2139",4
"2140",6
"2141",6
"2142",0
"2143",4
"2144",3
"2145",1
"2146",3
"2147",6
"2148",6
"2149",4
"2150",6
"2151",1
"2152",3
"2153",2
"2154",6
"2155",0
"2156",1
"2157",6
"2158",1
"2159",6
"2160",4
"2161",5
"2162",6
"2163",6
"2164",6
"2165",0
"2166",0
"2167",0
"2168",6
"2169",2
"2170",6
"2171",6
"2172",4
"2173",0
"2174",6
"2175",0
"2176",1
"2177",0
"2178",4
"2179",4
"2180",2
"2181",6
"2182",5
"2183",0
"2184",1
"2185",1
"2186",6
"2187",1
"2188",3
"2189",0
"2190",6
"2191",2
"2192",0
"2193",1
"2194",6
"2195",5
"2196",1
"2197",4
"2198",6
"2199",6
"2200",5
"2201",4
"2202",4
"2203",6
"2204",4
"2205",2
"2206",6
"2207",4
"2208",0
"2209",0
"2210",4
"2211",5
"2212",4
"2213",6
"2214",2
"2215",2
"2216",0
"2217",6
"2218",6
"2219",6
"2220",6
"2221",0
"2222",6
"2223",1
"2224",6
"2225",5
"2226",1
"2227",1
"2228",6
"2229",0
"2230",5
"2231",0
"2232",4
"2233",3
"2234",6
"2235",1
"2236",6
"2237",0
"2238",6
"2239",6
"2240",4
"2241",1
"2242",0
"2243",0
"2244",5
"2245",2
"2246",4
"2247",6
"2248",0
"2249",6
"2250",1
"2251",6
"2252",1
"2253",4
"2254",3
"2255",2
"2256",1
"2257",1
"2258",1
"2259",1
"2260",5
"2261",6
"2262",1
"2263",2
"2264",3
"2265",4
"2266",0
"2267",0
"2268",6
"2269",0
"2270",6
"2271",6
"2272",1
"2273",3
"2274",6
"2275",6
"2276",6
"2277",0
"2278",5
"2279",6
"2280",4
"2281",3
"2282",6
"2283",5
"2284",6
"2285",6
"2286",6
"2287",5
"2288",1
"2289",0
"2290",3
"2291",0
"2292",4
"2293",3
"2294",6
"2295",4
"2296",1
"2297",0
"2298",6
"2299",6
"2300",0
"2301",0
"2302",6
"2303",1
"2304",6
"2305",6
"2306",6
"2307",6
"2308",6
"2309",0
"2310",2
"2311",6
"2312",3
"2313",4
"2314",0
"2315",2
"2316",1
"2317",6
"2318",6
"2319",6
"2320",6
"2321",2
"2322",0
"2323",6
"2324",3
"2325",4
"2326",1
"2327",1
"2328",6
"2329",1
"2330",0
"2331",6
"2332",1
"2333",6
"2334",6
"2335",2
"2336",1
"2337",3
"2338",6
"2339",4
"2340",6
"2341",0
"2342",6
"2343",2
"2344",1
"2345",4
"2346",0
"2347",4
"2348",6
"2349",6
"2350",1
"2351",1
"2352",6
"2353",2
"2354",0
"2355",6
"2356",6
"2357",4
"2358",1
"2359",4
"2360",6
"2361",6
"2362",6
"2363",6
"2364",0
"2365",6
"2366",2
"2367",6
"2368",2
"2369",3
"2370",6
"2371",0
"2372",0
"2373",3
"2374",4
"2375",6
"2376",1
"2377",1
"2378",6
"2379",1
"2380",4
"2381",4
"2382",6
"2383",4
"2384",2
"2385",4
"2386",3
"2387",4
"2388",6
"2389",6
"2390",1
"2391",1
"2392",4
"2393",1
"2394",6
"2395",6
"2396",4
"2397",6
"2398",6
"2399",3
"2400",4
"2401",6
"2402",6
"2403",1
"2404",2
"2405",2
"2406",6
"2407",1
"2408",6
"2409",3
"2410",2
"2411",2
"2412",1
"2413",6
"2414",0
"2415",2
"2416",1
"2417",5
"2418",0
"2419",6
"2420",4
"2421",6
"2422",0
"2423",6
"2424",6
"2425",4
"2426",6
"2427",4
"2428",6
"2429",0
"2430",6
"2431",4
"2432",1
"2433",0
"2434",1
"2435",5
"2436",2
"2437",2
"2438",4
"2439",2
"2440",0
"2441",6
"2442",6
"2443",4
"2444",4
"2445",5
"2446",4
"2447",6
"2448",1
"2449",6
"2450",2
"2451",3
"2452",6
"2453",1
"2454",6
"2455",0
"2456",4
"2457",6
"2458",6
"2459",4
"2460",6
"2461",6
"2462",1
"2463",6
"2464",4
"2465",6
"2466",6
"2467",6
"2468",0
"2469",0
"2470",2
"2471",6
"2472",4
"2473",6
"2474",5
"2475",6
"2476",6
"2477",0
"2478",5
"2479",4
"2480",6
"2481",6
"2482",6
"2483",1
"2484",6
"2485",0
"2486",4
"2487",1
"2488",6
"2489",6
"2490",6
"2491",1
"2492",6
"2493",1
"2494",1
"2495",1
"2496",0
