"","mclust cluster"
"756",0
"757",0
"758",5
"759",0
"760",2
"761",2
"762",3
"763",2
"764",5
"765",0
"766",5
"767",1
"768",5
"769",0
"770",5
"771",1
"772",5
"773",2
"774",1
"775",6
"776",4
"777",6
"778",0
"779",4
"780",0
"781",2
"782",5
"783",3
"784",5
"785",5
"786",0
"787",3
"788",4
"789",0
"790",0
"791",4
"792",3
"793",6
"794",6
"795",0
"796",2
"797",5
"798",6
"799",2
"800",0
"801",3
"802",6
"803",0
"804",6
"805",5
"806",4
"807",2
"808",3
"809",3
"810",0
"811",2
"812",5
"813",2
"814",0
"815",6
"816",0
"817",0
"818",5
"819",5
"820",0
"821",0
"822",2
"823",5
"824",5
"825",0
"826",0
"827",4
"828",6
"829",0
"830",3
"831",2
"832",2
"833",3
"834",6
"835",2
"836",0
"837",6
"838",4
"839",0
"840",0
"841",0
"842",5
"843",2
"844",2
"845",5
"846",0
"847",5
"848",5
"849",0
"850",4
"851",6
"852",4
"853",1
"854",0
"855",5
"856",3
"857",0
"858",2
"859",2
"860",1
"861",0
"862",4
"863",3
"864",1
"865",0
"866",2
"867",6
"868",2
"869",0
"870",2
"871",2
"872",2
"873",2
"874",0
"875",0
"876",6
"877",2
"878",5
"879",1
"880",5
"881",4
"882",2
"883",0
"884",2
"885",6
"886",4
"887",3
"888",2
"889",2
"890",6
"891",0
"892",4
"893",0
"894",6
"895",2
"896",2
"897",2
"898",0
"899",2
"900",4
"901",4
"902",2
"903",5
"904",2
"905",2
"906",0
"907",2
"908",2
"909",2
"910",2
"911",2
"912",4
"913",2
"914",0
"915",2
"916",2
"917",5
"918",4
"919",5
"920",0
"921",0
"922",5
"923",3
"924",2
"925",2
"926",2
"927",6
"928",5
"929",0
"930",2
"931",0
"932",2
"933",6
"934",2
"935",4
"936",2
"937",0
"938",2
"939",6
"940",2
"941",2
"942",5
"943",2
"944",0
"945",2
"946",1
"947",0
"948",0
"949",1
"950",0
"951",0
"952",6
"953",2
"954",2
"955",0
"956",0
"957",2
"958",5
"959",4
"960",2
"961",4
"962",1
"963",2
"964",0
"965",2
"966",6
"967",0
"968",0
"969",4
"970",2
"971",5
"972",5
"973",6
"974",6
"975",2
"976",0
"977",2
"978",4
"979",5
"980",3
"981",0
"982",6
"983",4
"984",2
"985",6
"986",4
"987",0
"988",5
"989",0
"990",4
"991",4
"992",2
"993",2
"994",5
"995",2
"996",6
"997",2
"998",2
"999",5
"1000",1
"1001",5
"1002",4
"1003",2
"1004",0
"1005",2
"1006",2
"1007",6
"1008",5
"1009",2
"1010",5
"1011",5
"1012",2
"1013",0
"1014",0
"1015",0
"1016",2
"1017",0
"1018",2
"1019",4
"1020",4
"1021",2
"1022",0
"1023",0
"1024",2
"1025",6
"1026",2
"1027",5
"1028",6
"1029",0
"1030",2
"1031",0
"1032",6
"1033",2
"1034",0
"1035",2
"1036",5
"1037",2
"1038",1
"1039",0
"1040",6
"1041",3
"1042",2
"1043",0
"1044",2
"1045",4
"1046",1
"1047",6
"1048",3
"1049",2
"1050",5
"1051",0
"1052",0
"1053",5
"1054",2
"1055",0
"1056",5
"1057",2
"1058",5
"1059",0
"1060",2
"1061",1
"1062",2
"1063",2
"1064",0
"1065",2
"1066",5
"1067",4
"1068",1
"1069",2
"1070",5
"1071",0
"1072",2
"1073",4
"1074",4
"1075",2
"1076",0
"1077",5
"1078",3
"1079",2
"1080",2
"1081",2
"1082",4
"1083",2
"1084",4
"1085",2
"1086",4
"1087",4
"1088",0
"1089",2
"1090",2
"1091",2
"1092",4
"1093",0
"1094",4
"1095",2
"1096",3
"1097",0
"1098",4
"1099",2
"1100",0
"1101",0
"1102",5
"1103",0
"1104",4
"1105",0
"1106",2
"1107",4
"1108",5
"1109",0
"1110",2
"1111",2
"1112",5
"1113",2
"1114",0
"1115",5
"1116",2
"1117",2
"1118",2
"1119",5
"1120",4
"1121",2
"1122",4
"1123",2
"1124",3
"1125",2
"1126",2
"1127",2
"1128",2
"1129",2
"1130",1
"1131",2
"1132",1
"1133",2
"1134",2
"1135",2
"1136",0
"1137",2
"1138",2
"1139",2
"1140",0
"1141",2
"1142",0
"1143",1
"1144",1
"1145",3
"1146",5
"1147",1
"1148",2
"1149",4
"1150",1
"1151",0
"1152",2
"1153",5
"1154",0
"1155",2
"1156",4
"1157",4
"1158",6
"1159",0
"1160",4
"1161",0
"1162",2
"1163",2
"1164",5
"1165",1
"1166",4
"1167",6
"1168",5
"1169",0
"1170",6
"1171",5
"1172",0
"1173",0
"1174",2
"1175",3
"1176",2
"1177",0
"1178",2
"1179",0
"1180",0
"1181",3
"1182",4
"1183",2
"1184",4
"1185",5
"1186",3
"1187",6
"1188",0
"1189",5
"1190",2
"1191",4
"1192",3
"1193",6
"1194",5
"1195",2
"1196",0
"1197",0
"1198",4
"1199",0
"1200",3
"1201",0
"1202",1
"1203",1
"1204",0
"1205",4
"1206",0
"1207",4
"1208",2
"1209",2
"1210",0
"1211",2
"1212",6
"1213",4
"1214",2
"1215",3
"1216",2
"1217",4
"1218",2
"1219",3
"1220",0
"1221",0
"1222",5
"1223",0
"1224",0
"1225",3
"1226",1
"1227",5
"1228",2
"1229",6
"1230",4
"1231",5
"1232",4
"1233",2
"1234",6
"1235",4
"1236",1
"1237",2
"1238",3
"1239",0
"1240",6
"1241",3
"1242",2
"1243",0
"1244",2
"1245",6
"1246",4
"1247",0
"1248",4
"1249",5
"1250",0
"1251",5
"1252",0
"1253",2
"1254",4
"1255",5
"1256",2
"1257",2
"1258",4
"1259",0
"1260",0
"1261",4
"1262",0
"1263",0
"1264",2
"1265",4
"1266",4
"1267",6
"1268",0
"1269",2
"1270",4
"1271",3
"1272",4
"1273",2
"1274",1
"1275",6
"1276",5
"1277",2
"1278",2
"1279",6
"1280",2
"1281",2
"1282",2
"1283",0
"1284",2
"1285",3
"1286",2
"1287",0
"1288",2
"1289",4
"1290",2
"1291",2
"1292",2
"1293",0
"1294",5
"1295",0
"1296",4
"1297",0
"1298",2
"1299",2
"1300",5
"1301",4
"1302",6
"1303",4
"1304",0
"1305",6
"1306",2
"1307",3
"1308",2
"1309",1
"1310",5
"1311",1
"1312",0
"1313",6
"1314",5
"1315",0
"1316",2
"1317",2
"1318",2
"1319",5
"1320",2
"1321",5
"1322",2
"1323",2
"1324",4
"1325",2
"1326",0
"1327",0
"1328",2
"1329",0
"1330",6
"1331",0
"1332",2
"1333",4
"1334",2
"1335",5
"1336",6
"1337",2
"1338",2
"1339",0
"1340",4
"1341",2
"1342",1
"1343",5
"1344",5
"1345",0
"1346",4
"1347",6
"1348",3
"1349",0
"1350",3
"1351",2
"1352",2
"1353",2
"1354",0
"1355",4
"1356",2
"1357",0
"1358",5
"1359",2
"1360",0
"1361",2
"1362",0
"1363",2
"1364",0
"1365",1
"1366",2
"1367",4
"1368",0
"1369",5
"1370",5
"1371",3
"1372",2
"1373",4
"1374",0
"1375",1
"1376",4
"1377",2
"1378",4
"1379",0
"1380",6
"1381",0
"1382",0
"1383",0
"1384",0
"1385",3
"1386",6
"1387",0
"1388",4
"1389",2
"1390",2
"1391",5
"1392",0
"1393",4
"1394",1
"1395",6
"1396",5
"1397",2
"1398",5
"1399",2
"1400",4
"1401",2
"1402",3
"1403",0
"1404",3
"1405",2
"1406",2
"1407",5
"1408",0
"1409",3
"1410",5
"1411",0
"1412",6
"1413",2
"1414",2
"1415",4
"1416",2
"1417",5
"1418",4
"1419",0
"1420",6
"1421",4
"1422",3
"1423",4
"1424",2
"1425",6
"1426",4
"1427",6
"1428",2
"1429",0
"1430",1
"1431",4
"1432",0
"1433",0
"1434",3
"1435",5
"1436",0
"1437",2
"1438",1
"1439",2
"1440",6
"1441",5
"1442",5
"1443",2
"1444",4
"1445",3
"1446",5
"1447",5
"1448",2
"1449",5
"1450",4
"1451",1
"1452",0
"1453",0
"1454",0
"1455",2
"1456",1
"1457",5
"1458",2
"1459",2
"1460",6
"1461",6
"1462",2
"1463",0
"1464",0
"1465",0
"1466",5
"1467",4
"1468",0
"1469",0
"1470",2
"1471",0
"1472",5
"1473",4
"1474",2
"1475",1
"1476",4
"1477",2
"1478",0
"1479",0
"1480",6
"1481",6
"1482",1
"1483",6
"1484",5
"1485",5
"1486",4
"1487",5
"1488",0
"1489",4
"1490",2
"1491",1
"1492",6
"1493",2
"1494",4
"1495",0
"1496",0
"1497",2
"1498",0
"1499",2
"1500",4
"1501",0
"1502",0
"1503",4
"1504",2
"1505",0
"1506",5
"1507",3
"1508",0
"1509",2
"1510",0
"1511",2
"1512",1
"1513",5
"1514",2
"1515",5
"1516",0
"1517",0
"1518",2
"1519",0
"1520",2
"1521",1
"1522",3
"1523",6
"1524",2
"1525",2
"1526",2
"1527",4
"1528",5
"1529",6
"1530",2
"1531",2
"1532",6
"1533",6
"1534",2
"1535",2
"1536",6
"1537",0
"1538",0
"1539",4
"1540",0
"1541",3
"1542",4
"1543",0
"1544",1
"1545",4
"1546",4
"1547",2
"1548",1
"1549",0
"1550",2
"1551",0
"1552",0
"1553",1
"1554",0
"1555",3
"1556",5
"1557",2
"1558",2
"1559",2
"1560",6
"1561",4
"1562",0
"1563",5
"1564",6
"1565",6
"1566",4
"1567",5
"1568",0
"1569",2
"1570",2
"1571",2
"1572",3
"1573",4
"1574",4
"1575",5
"1576",2
"1577",4
"1578",4
"1579",0
"1580",4
"1581",5
"1582",2
"1583",5
"1584",0
"1585",0
"1586",0
"1587",2
"1588",0
"1589",0
"1590",3
"1591",4
"1592",0
"1593",5
"1594",6
"1595",5
"1596",4
"1597",0
"1598",5
"1599",2
"1600",6
"1601",2
"1602",2
"1603",3
"1604",3
"1605",2
"1606",0
"1607",0
"1608",2
"1609",0
"1610",2
"1611",2
"1612",0
"1613",3
"1614",2
"1615",2
"1616",0
"1617",5
"1618",4
"1619",3
"1620",4
"1621",4
"1622",5
"1623",1
"1624",0
"1625",2
"1626",2
"1627",5
"1628",3
"1629",2
"1630",0
"1631",2
"1632",2
"1633",5
"1634",4
"1635",2
"1636",5
"1637",0
"1638",2
"1639",3
"1640",5
"1641",0
"1642",2
"1643",4
"1644",5
"1645",0
"1646",5
"1647",0
"1648",3
"1649",4
"1650",2
"1651",4
"1652",2
"1653",3
"1654",0
"1655",0
"1656",2
"1657",2
"1658",4
"1659",5
"1660",2
"1661",0
"1662",1
"1663",2
"1664",0
"1665",0
"1666",3
"1667",0
"1668",2
"1669",5
"1670",2
"1671",0
"1672",0
"1673",6
"1674",0
"1675",2
"1676",4
"1677",4
"1678",2
"1679",0
"1680",0
"1681",5
"1682",2
"1683",2
"1684",0
"1685",0
"1686",0
"1687",2
"1688",2
"1689",4
"1690",2
"1691",5
"1692",1
"1693",0
"1694",4
"1695",5
"1696",0
"1697",0
"1698",4
"1699",2
"1700",0
"1701",4
"1702",6
"1703",6
"1704",4
"1705",3
"1706",2
"1707",0
"1708",5
"1709",3
"1710",4
"1711",5
"1712",0
"1713",2
"1714",5
"1715",5
"1716",5
"1717",2
"1718",6
"1719",4
"1720",2
"1721",3
"1722",0
"1723",2
"1724",5
"1725",2
"1726",0
"1727",4
"1728",4
"1729",6
"1730",5
"1731",4
"1732",1
"1733",3
"1734",2
"1735",2
"1736",2
"1737",4
"1738",2
"1739",4
"1740",0
"1741",2
"1742",0
"1743",2
"1744",0
"1745",2
"1746",0
"1747",4
"1748",2
"1749",5
"1750",2
"1751",0
"1752",2
"1753",2
"1754",5
"1755",4
"1756",0
"1757",2
"1758",3
"1759",2
"1760",4
"1761",0
"1762",5
"1763",2
"1764",4
"1765",1
"1766",2
"1767",4
"1768",6
"1769",4
"1770",3
"1771",1
"1772",6
"1773",4
"1774",2
"1775",3
"1776",2
"1777",0
"1778",4
"1779",0
"1780",0
"1781",2
"1782",4
"1783",2
"1784",5
"1785",4
"1786",1
"1787",0
"1788",5
"1789",5
"1790",2
"1791",0
"1792",2
"1793",0
"1794",2
"1795",0
"1796",0
"1797",4
"1798",5
"1799",2
"1800",3
"1801",2
"1802",0
"1803",5
"1804",2
"1805",0
"1806",5
"1807",3
"1808",4
"1809",1
"1810",5
"1811",2
"1812",4
"1813",5
"1814",4
"1815",6
"1816",0
"1817",4
"1818",5
"1819",5
"1820",5
"1821",2
"1822",2
"1823",4
"1824",1
"1825",4
"1826",0
"1827",4
"1828",3
"1829",3
"1830",4
"1831",4
"1832",4
"1833",2
"1834",1
"1835",4
"1836",3
"1837",0
"1838",1
"1839",1
"1840",0
"1841",0
"1842",2
"1843",2
"1844",0
"1845",0
"1846",5
"1847",4
"1848",2
"1849",0
"1850",5
"1851",6
"1852",5
"1853",5
"1854",0
"1855",2
"1856",2
"1857",5
"1858",0
"1859",0
"1860",2
"1861",2
"1862",0
"1863",2
"1864",1
"1865",3
"1866",4
"1867",2
"1868",2
"1869",5
"1870",2
"1871",1
"1872",3
"1873",4
"1874",3
"1875",4
"1876",0
"1877",1
"1878",6
"1879",1
"1880",0
"1881",3
"1882",2
"1883",5
"1884",2
"1885",6
"1886",2
"1887",3
"1888",0
"1889",0
"1890",5
"1891",0
"1892",2
"1893",3
"1894",4
"1895",4
"1896",0
"1897",3
"1898",2
"1899",0
"1900",2
"1901",6
"1902",2
"1903",5
"1904",2
"1905",0
"1906",2
"1907",2
"1908",0
"1909",2
"1910",0
"1911",2
"1912",0
"1913",0
"1914",3
"1915",5
"1916",0
"1917",2
"1918",0
"1919",0
"1920",2
"1921",0
"1922",2
"1923",5
"1924",6
"1925",0
"1926",0
"1927",0
"1928",0
"1929",5
"1930",6
"1931",3
"1932",2
"1933",5
"1934",2
"1935",6
"1936",1
"1937",5
"1938",6
"1939",2
"1940",5
"1941",0
"1942",0
"1943",6
"1944",5
"1945",0
"1946",2
"1947",4
"1948",2
"1949",4
"1950",0
"1951",2
"1952",4
"1953",4
"1954",2
"1955",0
"1956",0
"1957",5
"1958",2
"1959",0
"1960",6
"1961",6
"1962",5
"1963",2
"1964",4
"1965",6
"1966",1
"1967",0
"1968",2
"1969",5
"1970",6
"1971",3
"1972",4
"1973",3
"1974",5
"1975",5
"1976",3
"1977",1
"1978",3
"1979",3
"1980",1
"1981",5
"1982",2
"1983",2
"1984",0
"1985",6
"1986",2
"1987",6
"1988",2
"1989",4
"1990",5
"1991",0
"1992",0
"1993",2
"1994",2
"1995",0
"1996",4
"1997",4
"1998",6
"1999",5
"2000",6
"2001",0
"2002",5
"2003",2
"2004",1
"2005",5
"2006",2
"2007",1
"2008",2
"2009",6
"2010",4
"2011",3
"2012",2
"2013",3
"2014",5
"2015",0
"2016",5
"2017",3
"2018",2
"2019",1
"2020",5
"2021",5
"2022",2
"2023",1
"2024",4
"2025",5
"2026",0
"2027",5
"2028",2
"2029",1
"2030",2
"2031",2
"2032",2
"2033",2
"2034",5
"2035",3
"2036",3
"2037",3
"2038",2
"2039",5
"2040",2
"2041",0
"2042",4
"2043",2
"2044",5
"2045",3
"2046",2
"2047",1
"2048",3
"2049",4
"2050",0
"2051",3
"2052",3
"2053",5
"2054",4
"2055",0
"2056",2
"2057",2
"2058",4
"2059",5
"2060",0
"2061",2
"2062",0
"2063",2
"2064",2
"2065",5
"2066",4
"2067",2
"2068",2
"2069",5
"2070",4
"2071",2
"2072",4
"2073",0
"2074",0
"2075",0
"2076",4
"2077",0
"2078",2
"2079",5
"2080",0
"2081",0
"2082",0
"2083",5
"2084",6
"2085",5
"2086",0
"2087",0
"2088",6
"2089",2
"2090",0
"2091",6
"2092",5
"2093",6
"2094",1
"2095",5
"2096",5
"2097",6
"2098",5
"2099",2
"2100",2
"2101",4
"2102",4
"2103",5
"2104",2
"2105",2
"2106",0
"2107",4
"2108",2
"2109",0
"2110",2
"2111",3
"2112",4
"2113",2
"2114",4
"2115",5
"2116",3
"2117",2
"2118",2
"2119",0
"2120",3
"2121",2
"2122",4
"2123",1
"2124",6
"2125",2
"2126",3
"2127",6
"2128",6
"2129",3
"2130",2
"2131",5
"2132",6
"2133",5
"2134",2
"2135",2
"2136",0
"2137",5
"2138",2
"2139",5
"2140",4
"2141",2
"2142",6
"2143",5
"2144",5
"2145",0
"2146",5
"2147",0
"2148",1
"2149",5
"2150",0
"2151",3
"2152",5
"2153",4
"2154",0
"2155",2
"2156",0
"2157",4
"2158",0
"2159",4
"2160",5
"2161",6
"2162",2
"2163",1
"2164",0
"2165",2
"2166",2
"2167",2
"2168",0
"2169",4
"2170",2
"2171",2
"2172",5
"2173",2
"2174",1
"2175",2
"2176",0
"2177",2
"2178",5
"2179",5
"2180",4
"2181",2
"2182",6
"2183",6
"2184",0
"2185",3
"2186",2
"2187",0
"2188",5
"2189",2
"2190",2
"2191",4
"2192",6
"2193",0
"2194",1
"2195",6
"2196",3
"2197",5
"2198",2
"2199",2
"2200",2
"2201",5
"2202",5
"2203",0
"2204",5
"2205",0
"2206",0
"2207",5
"2208",2
"2209",2
"2210",3
"2211",6
"2212",0
"2213",0
"2214",0
"2215",4
"2216",2
"2217",2
"2218",2
"2219",2
"2220",2
"2221",2
"2222",2
"2223",0
"2224",0
"2225",6
"2226",0
"2227",3
"2228",2
"2229",2
"2230",2
"2231",6
"2232",5
"2233",5
"2234",1
"2235",0
"2236",2
"2237",2
"2238",0
"2239",2
"2240",5
"2241",0
"2242",2
"2243",2
"2244",6
"2245",4
"2246",5
"2247",4
"2248",2
"2249",1
"2250",0
"2251",0
"2252",3
"2253",5
"2254",5
"2255",4
"2256",3
"2257",0
"2258",0
"2259",0
"2260",6
"2261",0
"2262",0
"2263",4
"2264",5
"2265",5
"2266",6
"2267",2
"2268",0
"2269",2
"2270",0
"2271",2
"2272",0
"2273",5
"2274",2
"2275",2
"2276",0
"2277",2
"2278",6
"2279",2
"2280",5
"2281",5
"2282",2
"2283",6
"2284",2
"2285",2
"2286",1
"2287",6
"2288",3
"2289",6
"2290",5
"2291",6
"2292",5
"2293",5
"2294",0
"2295",4
"2296",3
"2297",2
"2298",1
"2299",0
"2300",2
"2301",6
"2302",2
"2303",1
"2304",4
"2305",0
"2306",2
"2307",2
"2308",2
"2309",2
"2310",4
"2311",1
"2312",5
"2313",5
"2314",2
"2315",4
"2316",0
"2317",1
"2318",2
"2319",2
"2320",0
"2321",4
"2322",2
"2323",0
"2324",5
"2325",5
"2326",3
"2327",3
"2328",0
"2329",0
"2330",6
"2331",2
"2332",0
"2333",2
"2334",2
"2335",4
"2336",0
"2337",5
"2338",0
"2339",5
"2340",2
"2341",1
"2342",4
"2343",4
"2344",3
"2345",5
"2346",0
"2347",5
"2348",2
"2349",0
"2350",3
"2351",0
"2352",4
"2353",4
"2354",2
"2355",0
"2356",2
"2357",5
"2358",0
"2359",5
"2360",1
"2361",2
"2362",0
"2363",0
"2364",2
"2365",4
"2366",0
"2367",4
"2368",4
"2369",5
"2370",1
"2371",2
"2372",2
"2373",5
"2374",5
"2375",0
"2376",0
"2377",0
"2378",2
"2379",1
"2380",5
"2381",5
"2382",1
"2383",5
"2384",4
"2385",5
"2386",5
"2387",5
"2388",0
"2389",1
"2390",3
"2391",0
"2392",5
"2393",3
"2394",4
"2395",0
"2396",5
"2397",2
"2398",0
"2399",5
"2400",5
"2401",1
"2402",0
"2403",0
"2404",4
"2405",4
"2406",2
"2407",3
"2408",0
"2409",5
"2410",4
"2411",4
"2412",0
"2413",2
"2414",2
"2415",4
"2416",0
"2417",6
"2418",2
"2419",0
"2420",5
"2421",2
"2422",2
"2423",0
"2424",2
"2425",5
"2426",2
"2427",5
"2428",0
"2429",2
"2430",0
"2431",0
"2432",3
"2433",2
"2434",0
"2435",6
"2436",4
"2437",4
"2438",0
"2439",4
"2440",2
"2441",1
"2442",2
"2443",3
"2444",3
"2445",6
"2446",5
"2447",1
"2448",3
"2449",4
"2450",4
"2451",5
"2452",2
"2453",1
"2454",4
"2455",6
"2456",5
"2457",2
"2458",2
"2459",5
"2460",2
"2461",0
"2462",0
"2463",2
"2464",5
"2465",0
"2466",0
"2467",4
"2468",2
"2469",2
"2470",4
"2471",2
"2472",5
"2473",0
"2474",2
"2475",0
"2476",2
"2477",6
"2478",6
"2479",3
"2480",2
"2481",0
"2482",2
"2483",3
"2484",4
"2485",2
"2486",5
"2487",0
"2488",1
"2489",2
"2490",0
"2491",0
"2492",0
"2493",0
"2494",3
"2495",0
"2496",2
