"","mclust cluster"
"756",3
"757",3
"758",0
"759",3
"760",3
"761",3
"762",3
"763",2
"764",1
"765",3
"766",0
"767",3
"768",0
"769",3
"770",1
"771",5
"772",0
"773",2
"774",3
"775",6
"776",4
"777",6
"778",3
"779",4
"780",3
"781",2
"782",0
"783",0
"784",0
"785",0
"786",3
"787",0
"788",4
"789",3
"790",3
"791",4
"792",3
"793",2
"794",6
"795",3
"796",3
"797",0
"798",6
"799",3
"800",3
"801",3
"802",6
"803",3
"804",6
"805",0
"806",4
"807",3
"808",3
"809",3
"810",3
"811",3
"812",1
"813",2
"814",3
"815",2
"816",3
"817",3
"818",1
"819",0
"820",3
"821",3
"822",3
"823",0
"824",1
"825",3
"826",3
"827",4
"828",2
"829",3
"830",3
"831",3
"832",2
"833",3
"834",6
"835",3
"836",3
"837",6
"838",4
"839",3
"840",3
"841",3
"842",1
"843",2
"844",2
"845",0
"846",3
"847",1
"848",0
"849",3
"850",4
"851",6
"852",4
"853",3
"854",3
"855",0
"856",3
"857",3
"858",2
"859",2
"860",3
"861",0
"862",4
"863",3
"864",3
"865",3
"866",3
"867",6
"868",2
"869",3
"870",3
"871",3
"872",2
"873",3
"874",3
"875",3
"876",6
"877",3
"878",0
"879",3
"880",1
"881",4
"882",2
"883",3
"884",3
"885",2
"886",4
"887",3
"888",5
"889",3
"890",6
"891",3
"892",4
"893",3
"894",6
"895",4
"896",3
"897",2
"898",3
"899",3
"900",4
"901",4
"902",3
"903",1
"904",3
"905",3
"906",3
"907",2
"908",3
"909",4
"910",2
"911",3
"912",4
"913",3
"914",3
"915",2
"916",3
"917",1
"918",4
"919",0
"920",3
"921",3
"922",0
"923",3
"924",2
"925",5
"926",5
"927",6
"928",0
"929",0
"930",4
"931",0
"932",5
"933",6
"934",2
"935",4
"936",2
"937",3
"938",3
"939",6
"940",3
"941",2
"942",0
"943",3
"944",3
"945",2
"946",3
"947",3
"948",3
"949",3
"950",3
"951",3
"952",6
"953",2
"954",3
"955",3
"956",3
"957",2
"958",1
"959",4
"960",3
"961",4
"962",3
"963",3
"964",3
"965",2
"966",6
"967",3
"968",3
"969",4
"970",4
"971",1
"972",0
"973",2
"974",6
"975",4
"976",3
"977",3
"978",4
"979",1
"980",3
"981",3
"982",6
"983",4
"984",2
"985",2
"986",3
"987",3
"988",1
"989",3
"990",4
"991",4
"992",3
"993",2
"994",1
"995",3
"996",5
"997",3
"998",5
"999",1
"1000",5
"1001",0
"1002",4
"1003",5
"1004",3
"1005",3
"1006",2
"1007",2
"1008",1
"1009",2
"1010",1
"1011",0
"1012",3
"1013",3
"1014",3
"1015",3
"1016",5
"1017",3
"1018",4
"1019",4
"1020",4
"1021",4
"1022",3
"1023",3
"1024",5
"1025",2
"1026",3
"1027",0
"1028",2
"1029",3
"1030",3
"1031",4
"1032",6
"1033",3
"1034",0
"1035",3
"1036",1
"1037",3
"1038",3
"1039",3
"1040",6
"1041",3
"1042",3
"1043",4
"1044",3
"1045",4
"1046",3
"1047",6
"1048",0
"1049",3
"1050",0
"1051",3
"1052",3
"1053",0
"1054",3
"1055",3
"1056",0
"1057",2
"1058",1
"1059",3
"1060",3
"1061",3
"1062",3
"1063",3
"1064",3
"1065",2
"1066",0
"1067",4
"1068",5
"1069",2
"1070",0
"1071",3
"1072",3
"1073",4
"1074",4
"1075",3
"1076",4
"1077",1
"1078",3
"1079",2
"1080",3
"1081",2
"1082",0
"1083",3
"1084",4
"1085",3
"1086",4
"1087",4
"1088",3
"1089",2
"1090",2
"1091",5
"1092",0
"1093",3
"1094",3
"1095",3
"1096",3
"1097",3
"1098",4
"1099",2
"1100",3
"1101",3
"1102",1
"1103",3
"1104",4
"1105",3
"1106",2
"1107",4
"1108",0
"1109",3
"1110",3
"1111",2
"1112",0
"1113",2
"1114",0
"1115",0
"1116",3
"1117",3
"1118",3
"1119",1
"1120",4
"1121",5
"1122",4
"1123",3
"1124",3
"1125",3
"1126",5
"1127",3
"1128",2
"1129",2
"1130",3
"1131",3
"1132",3
"1133",2
"1134",2
"1135",3
"1136",3
"1137",3
"1138",3
"1139",3
"1140",2
"1141",2
"1142",3
"1143",5
"1144",5
"1145",3
"1146",0
"1147",3
"1148",5
"1149",4
"1150",3
"1151",3
"1152",2
"1153",0
"1154",3
"1155",3
"1156",4
"1157",4
"1158",2
"1159",3
"1160",4
"1161",3
"1162",3
"1163",4
"1164",1
"1165",3
"1166",4
"1167",6
"1168",1
"1169",3
"1170",6
"1171",0
"1172",3
"1173",3
"1174",3
"1175",3
"1176",3
"1177",3
"1178",3
"1179",3
"1180",3
"1181",3
"1182",4
"1183",3
"1184",2
"1185",1
"1186",3
"1187",6
"1188",3
"1189",0
"1190",2
"1191",4
"1192",3
"1193",6
"1194",1
"1195",3
"1196",3
"1197",0
"1198",4
"1199",3
"1200",3
"1201",3
"1202",3
"1203",3
"1204",3
"1205",4
"1206",3
"1207",4
"1208",3
"1209",2
"1210",3
"1211",4
"1212",6
"1213",4
"1214",3
"1215",3
"1216",3
"1217",4
"1218",2
"1219",3
"1220",3
"1221",3
"1222",1
"1223",3
"1224",3
"1225",3
"1226",3
"1227",0
"1228",3
"1229",2
"1230",4
"1231",1
"1232",4
"1233",2
"1234",6
"1235",0
"1236",5
"1237",3
"1238",3
"1239",3
"1240",2
"1241",3
"1242",3
"1243",3
"1244",4
"1245",6
"1246",4
"1247",3
"1248",4
"1249",0
"1250",4
"1251",1
"1252",3
"1253",2
"1254",4
"1255",1
"1256",3
"1257",2
"1258",4
"1259",3
"1260",3
"1261",4
"1262",3
"1263",3
"1264",3
"1265",4
"1266",4
"1267",6
"1268",0
"1269",3
"1270",4
"1271",3
"1272",4
"1273",3
"1274",3
"1275",6
"1276",1
"1277",3
"1278",2
"1279",2
"1280",2
"1281",3
"1282",5
"1283",3
"1284",2
"1285",3
"1286",3
"1287",3
"1288",2
"1289",0
"1290",3
"1291",2
"1292",3
"1293",3
"1294",0
"1295",3
"1296",4
"1297",3
"1298",2
"1299",3
"1300",0
"1301",4
"1302",2
"1303",4
"1304",3
"1305",2
"1306",3
"1307",3
"1308",3
"1309",3
"1310",0
"1311",3
"1312",3
"1313",6
"1314",0
"1315",3
"1316",2
"1317",2
"1318",2
"1319",1
"1320",2
"1321",0
"1322",3
"1323",2
"1324",0
"1325",3
"1326",3
"1327",3
"1328",3
"1329",3
"1330",6
"1331",2
"1332",3
"1333",4
"1334",2
"1335",0
"1336",5
"1337",3
"1338",3
"1339",3
"1340",0
"1341",3
"1342",3
"1343",0
"1344",1
"1345",3
"1346",4
"1347",6
"1348",0
"1349",3
"1350",3
"1351",5
"1352",3
"1353",3
"1354",3
"1355",4
"1356",3
"1357",3
"1358",1
"1359",2
"1360",3
"1361",2
"1362",3
"1363",3
"1364",3
"1365",3
"1366",3
"1367",0
"1368",3
"1369",1
"1370",1
"1371",3
"1372",3
"1373",4
"1374",3
"1375",3
"1376",4
"1377",2
"1378",4
"1379",3
"1380",2
"1381",3
"1382",3
"1383",4
"1384",3
"1385",3
"1386",2
"1387",3
"1388",4
"1389",2
"1390",2
"1391",1
"1392",0
"1393",4
"1394",3
"1395",6
"1396",0
"1397",3
"1398",0
"1399",3
"1400",4
"1401",5
"1402",3
"1403",3
"1404",0
"1405",2
"1406",2
"1407",1
"1408",3
"1409",0
"1410",1
"1411",3
"1412",6
"1413",5
"1414",3
"1415",4
"1416",2
"1417",0
"1418",0
"1419",3
"1420",2
"1421",4
"1422",3
"1423",4
"1424",3
"1425",6
"1426",4
"1427",6
"1428",3
"1429",3
"1430",3
"1431",4
"1432",3
"1433",3
"1434",3
"1435",0
"1436",0
"1437",3
"1438",3
"1439",3
"1440",6
"1441",0
"1442",1
"1443",3
"1444",4
"1445",3
"1446",1
"1447",0
"1448",3
"1449",0
"1450",4
"1451",3
"1452",3
"1453",3
"1454",3
"1455",3
"1456",3
"1457",0
"1458",5
"1459",2
"1460",6
"1461",6
"1462",3
"1463",3
"1464",3
"1465",3
"1466",0
"1467",4
"1468",3
"1469",0
"1470",3
"1471",3
"1472",1
"1473",4
"1474",3
"1475",3
"1476",4
"1477",2
"1478",3
"1479",3
"1480",6
"1481",2
"1482",5
"1483",6
"1484",1
"1485",1
"1486",4
"1487",0
"1488",3
"1489",4
"1490",5
"1491",5
"1492",6
"1493",2
"1494",4
"1495",3
"1496",3
"1497",5
"1498",3
"1499",3
"1500",4
"1501",3
"1502",3
"1503",4
"1504",5
"1505",3
"1506",0
"1507",0
"1508",4
"1509",3
"1510",3
"1511",3
"1512",3
"1513",0
"1514",2
"1515",1
"1516",3
"1517",3
"1518",2
"1519",3
"1520",4
"1521",3
"1522",2
"1523",6
"1524",5
"1525",4
"1526",5
"1527",4
"1528",0
"1529",6
"1530",2
"1531",2
"1532",6
"1533",2
"1534",2
"1535",3
"1536",6
"1537",3
"1538",3
"1539",4
"1540",3
"1541",3
"1542",4
"1543",3
"1544",3
"1545",4
"1546",4
"1547",2
"1548",5
"1549",3
"1550",2
"1551",3
"1552",3
"1553",3
"1554",3
"1555",0
"1556",1
"1557",3
"1558",3
"1559",3
"1560",2
"1561",4
"1562",3
"1563",1
"1564",2
"1565",2
"1566",4
"1567",0
"1568",3
"1569",5
"1570",3
"1571",2
"1572",3
"1573",4
"1574",4
"1575",0
"1576",2
"1577",4
"1578",4
"1579",3
"1580",4
"1581",1
"1582",3
"1583",1
"1584",3
"1585",3
"1586",0
"1587",3
"1588",3
"1589",3
"1590",3
"1591",4
"1592",3
"1593",1
"1594",5
"1595",1
"1596",4
"1597",3
"1598",0
"1599",2
"1600",6
"1601",5
"1602",3
"1603",3
"1604",0
"1605",2
"1606",3
"1607",3
"1608",2
"1609",0
"1610",4
"1611",2
"1612",3
"1613",3
"1614",3
"1615",3
"1616",3
"1617",1
"1618",4
"1619",3
"1620",4
"1621",4
"1622",1
"1623",5
"1624",3
"1625",3
"1626",2
"1627",1
"1628",3
"1629",2
"1630",3
"1631",2
"1632",3
"1633",1
"1634",4
"1635",2
"1636",0
"1637",3
"1638",2
"1639",3
"1640",1
"1641",3
"1642",3
"1643",4
"1644",0
"1645",3
"1646",0
"1647",3
"1648",3
"1649",4
"1650",2
"1651",4
"1652",3
"1653",3
"1654",3
"1655",4
"1656",3
"1657",5
"1658",4
"1659",0
"1660",2
"1661",3
"1662",5
"1663",3
"1664",3
"1665",3
"1666",3
"1667",3
"1668",3
"1669",1
"1670",3
"1671",3
"1672",3
"1673",6
"1674",3
"1675",3
"1676",4
"1677",4
"1678",2
"1679",4
"1680",3
"1681",1
"1682",3
"1683",2
"1684",3
"1685",3
"1686",3
"1687",3
"1688",3
"1689",4
"1690",3
"1691",0
"1692",3
"1693",3
"1694",4
"1695",0
"1696",0
"1697",3
"1698",4
"1699",2
"1700",3
"1701",2
"1702",6
"1703",6
"1704",4
"1705",3
"1706",5
"1707",3
"1708",1
"1709",3
"1710",4
"1711",1
"1712",3
"1713",3
"1714",1
"1715",0
"1716",0
"1717",2
"1718",6
"1719",4
"1720",3
"1721",3
"1722",3
"1723",2
"1724",1
"1725",3
"1726",3
"1727",4
"1728",4
"1729",5
"1730",1
"1731",4
"1732",3
"1733",0
"1734",2
"1735",2
"1736",3
"1737",2
"1738",3
"1739",4
"1740",3
"1741",2
"1742",3
"1743",3
"1744",3
"1745",2
"1746",3
"1747",4
"1748",3
"1749",1
"1750",5
"1751",3
"1752",2
"1753",3
"1754",1
"1755",4
"1756",3
"1757",2
"1758",3
"1759",3
"1760",0
"1761",0
"1762",0
"1763",5
"1764",4
"1765",3
"1766",3
"1767",4
"1768",5
"1769",4
"1770",3
"1771",3
"1772",6
"1773",4
"1774",2
"1775",3
"1776",2
"1777",3
"1778",0
"1779",2
"1780",3
"1781",3
"1782",4
"1783",3
"1784",1
"1785",4
"1786",3
"1787",4
"1788",0
"1789",0
"1790",3
"1791",3
"1792",2
"1793",3
"1794",3
"1795",0
"1796",3
"1797",4
"1798",1
"1799",3
"1800",3
"1801",5
"1802",3
"1803",1
"1804",5
"1805",2
"1806",0
"1807",3
"1808",4
"1809",3
"1810",0
"1811",3
"1812",4
"1813",0
"1814",4
"1815",6
"1816",3
"1817",4
"1818",0
"1819",0
"1820",1
"1821",3
"1822",3
"1823",4
"1824",3
"1825",4
"1826",3
"1827",4
"1828",3
"1829",3
"1830",4
"1831",4
"1832",4
"1833",3
"1834",3
"1835",4
"1836",3
"1837",3
"1838",5
"1839",3
"1840",3
"1841",3
"1842",2
"1843",3
"1844",3
"1845",3
"1846",0
"1847",0
"1848",3
"1849",3
"1850",1
"1851",6
"1852",0
"1853",0
"1854",3
"1855",3
"1856",5
"1857",0
"1858",3
"1859",3
"1860",2
"1861",3
"1862",3
"1863",2
"1864",3
"1865",3
"1866",4
"1867",3
"1868",3
"1869",0
"1870",3
"1871",3
"1872",3
"1873",4
"1874",3
"1875",4
"1876",3
"1877",3
"1878",2
"1879",3
"1880",3
"1881",3
"1882",2
"1883",1
"1884",2
"1885",2
"1886",3
"1887",3
"1888",4
"1889",3
"1890",1
"1891",3
"1892",4
"1893",3
"1894",4
"1895",4
"1896",3
"1897",0
"1898",5
"1899",4
"1900",3
"1901",6
"1902",2
"1903",1
"1904",3
"1905",3
"1906",2
"1907",2
"1908",4
"1909",3
"1910",3
"1911",3
"1912",3
"1913",3
"1914",3
"1915",1
"1916",3
"1917",5
"1918",3
"1919",3
"1920",2
"1921",3
"1922",3
"1923",0
"1924",6
"1925",3
"1926",3
"1927",3
"1928",3
"1929",1
"1930",6
"1931",3
"1932",2
"1933",1
"1934",3
"1935",6
"1936",3
"1937",1
"1938",6
"1939",3
"1940",0
"1941",3
"1942",3
"1943",6
"1944",1
"1945",0
"1946",4
"1947",4
"1948",2
"1949",4
"1950",0
"1951",2
"1952",4
"1953",4
"1954",2
"1955",3
"1956",3
"1957",1
"1958",2
"1959",3
"1960",6
"1961",6
"1962",0
"1963",3
"1964",2
"1965",2
"1966",3
"1967",3
"1968",3
"1969",1
"1970",6
"1971",3
"1972",4
"1973",3
"1974",0
"1975",0
"1976",3
"1977",3
"1978",3
"1979",3
"1980",5
"1981",1
"1982",2
"1983",2
"1984",3
"1985",2
"1986",3
"1987",2
"1988",2
"1989",4
"1990",0
"1991",0
"1992",3
"1993",4
"1994",2
"1995",3
"1996",4
"1997",4
"1998",6
"1999",1
"2000",2
"2001",3
"2002",0
"2003",3
"2004",3
"2005",1
"2006",3
"2007",3
"2008",3
"2009",6
"2010",2
"2011",0
"2012",2
"2013",3
"2014",1
"2015",3
"2016",0
"2017",3
"2018",3
"2019",3
"2020",0
"2021",1
"2022",2
"2023",3
"2024",4
"2025",0
"2026",0
"2027",1
"2028",3
"2029",3
"2030",3
"2031",3
"2032",3
"2033",3
"2034",1
"2035",3
"2036",3
"2037",3
"2038",3
"2039",0
"2040",3
"2041",3
"2042",4
"2043",3
"2044",0
"2045",3
"2046",4
"2047",3
"2048",3
"2049",4
"2050",3
"2051",3
"2052",3
"2053",0
"2054",3
"2055",3
"2056",4
"2057",3
"2058",4
"2059",1
"2060",3
"2061",3
"2062",3
"2063",3
"2064",3
"2065",1
"2066",4
"2067",5
"2068",2
"2069",0
"2070",3
"2071",2
"2072",4
"2073",4
"2074",3
"2075",3
"2076",4
"2077",3
"2078",3
"2079",1
"2080",3
"2081",3
"2082",3
"2083",1
"2084",6
"2085",1
"2086",3
"2087",4
"2088",6
"2089",2
"2090",3
"2091",6
"2092",1
"2093",2
"2094",3
"2095",0
"2096",1
"2097",6
"2098",1
"2099",3
"2100",5
"2101",4
"2102",0
"2103",1
"2104",2
"2105",3
"2106",3
"2107",4
"2108",2
"2109",3
"2110",3
"2111",3
"2112",4
"2113",2
"2114",4
"2115",0
"2116",3
"2117",3
"2118",5
"2119",3
"2120",3
"2121",3
"2122",4
"2123",3
"2124",6
"2125",3
"2126",3
"2127",2
"2128",6
"2129",3
"2130",3
"2131",0
"2132",6
"2133",0
"2134",3
"2135",3
"2136",3
"2137",0
"2138",2
"2139",0
"2140",4
"2141",3
"2142",6
"2143",0
"2144",1
"2145",3
"2146",1
"2147",3
"2148",3
"2149",0
"2150",3
"2151",3
"2152",1
"2153",4
"2154",3
"2155",2
"2156",3
"2157",4
"2158",0
"2159",4
"2160",0
"2161",6
"2162",3
"2163",3
"2164",3
"2165",2
"2166",5
"2167",2
"2168",3
"2169",4
"2170",3
"2171",4
"2172",1
"2173",2
"2174",3
"2175",3
"2176",3
"2177",2
"2178",0
"2179",0
"2180",4
"2181",2
"2182",2
"2183",2
"2184",3
"2185",3
"2186",3
"2187",3
"2188",1
"2189",3
"2190",3
"2191",4
"2192",2
"2193",0
"2194",3
"2195",6
"2196",3
"2197",0
"2198",3
"2199",3
"2200",5
"2201",0
"2202",0
"2203",3
"2204",0
"2205",4
"2206",3
"2207",0
"2208",3
"2209",5
"2210",0
"2211",5
"2212",0
"2213",3
"2214",3
"2215",4
"2216",3
"2217",2
"2218",3
"2219",3
"2220",4
"2221",5
"2222",3
"2223",3
"2224",3
"2225",6
"2226",3
"2227",3
"2228",3
"2229",3
"2230",5
"2231",2
"2232",1
"2233",1
"2234",3
"2235",3
"2236",3
"2237",5
"2238",3
"2239",3
"2240",0
"2241",3
"2242",3
"2243",2
"2244",6
"2245",4
"2246",0
"2247",4
"2248",5
"2249",3
"2250",3
"2251",3
"2252",3
"2253",0
"2254",1
"2255",4
"2256",3
"2257",0
"2258",3
"2259",3
"2260",6
"2261",3
"2262",3
"2263",4
"2264",1
"2265",1
"2266",6
"2267",5
"2268",3
"2269",2
"2270",3
"2271",3
"2272",3
"2273",1
"2274",3
"2275",3
"2276",3
"2277",2
"2278",6
"2279",3
"2280",0
"2281",1
"2282",3
"2283",6
"2284",3
"2285",2
"2286",3
"2287",6
"2288",3
"2289",6
"2290",1
"2291",2
"2292",0
"2293",1
"2294",3
"2295",0
"2296",3
"2297",2
"2298",3
"2299",3
"2300",2
"2301",2
"2302",2
"2303",3
"2304",4
"2305",3
"2306",3
"2307",2
"2308",2
"2309",2
"2310",4
"2311",3
"2312",1
"2313",0
"2314",3
"2315",4
"2316",3
"2317",5
"2318",2
"2319",3
"2320",3
"2321",4
"2322",5
"2323",3
"2324",1
"2325",0
"2326",3
"2327",3
"2328",3
"2329",3
"2330",2
"2331",2
"2332",3
"2333",3
"2334",2
"2335",4
"2336",3
"2337",1
"2338",3
"2339",0
"2340",2
"2341",5
"2342",4
"2343",4
"2344",3
"2345",0
"2346",3
"2347",0
"2348",3
"2349",3
"2350",3
"2351",3
"2352",4
"2353",4
"2354",5
"2355",3
"2356",2
"2357",0
"2358",3
"2359",0
"2360",3
"2361",3
"2362",3
"2363",3
"2364",2
"2365",4
"2366",4
"2367",4
"2368",4
"2369",1
"2370",3
"2371",3
"2372",2
"2373",1
"2374",0
"2375",4
"2376",3
"2377",3
"2378",2
"2379",5
"2380",0
"2381",0
"2382",3
"2383",1
"2384",4
"2385",1
"2386",1
"2387",0
"2388",3
"2389",3
"2390",3
"2391",3
"2392",0
"2393",3
"2394",4
"2395",3
"2396",0
"2397",3
"2398",3
"2399",1
"2400",0
"2401",3
"2402",3
"2403",3
"2404",4
"2405",4
"2406",2
"2407",3
"2408",3
"2409",1
"2410",4
"2411",4
"2412",3
"2413",4
"2414",2
"2415",4
"2416",0
"2417",6
"2418",2
"2419",3
"2420",0
"2421",3
"2422",2
"2423",3
"2424",3
"2425",0
"2426",3
"2427",0
"2428",3
"2429",2
"2430",3
"2431",0
"2432",3
"2433",2
"2434",3
"2435",6
"2436",4
"2437",4
"2438",0
"2439",4
"2440",3
"2441",5
"2442",3
"2443",0
"2444",0
"2445",6
"2446",1
"2447",3
"2448",3
"2449",4
"2450",4
"2451",1
"2452",3
"2453",3
"2454",4
"2455",2
"2456",0
"2457",3
"2458",3
"2459",0
"2460",3
"2461",3
"2462",3
"2463",2
"2464",0
"2465",3
"2466",3
"2467",5
"2468",2
"2469",2
"2470",4
"2471",3
"2472",0
"2473",3
"2474",5
"2475",3
"2476",2
"2477",2
"2478",6
"2479",0
"2480",2
"2481",3
"2482",3
"2483",3
"2484",3
"2485",5
"2486",0
"2487",3
"2488",3
"2489",4
"2490",3
"2491",3
"2492",2
"2493",3
"2494",3
"2495",3
"2496",3
